#:Data_list: 20190707_Gp_pchan_5m.txt
#:Created: 2019 Jul 08 0011 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Label: P1 = Protons from 0.7 -   4 MeV units #/cm2-s-sr-MeV
# Label: P2 = Protons from   4 -   9 MeV units #/cm2-s-sr-MeV
# Label: P3 = Protons from   9 -  15 MeV units #/cm2-s-sr-MeV
# Label: P4 = Protons from  15 -  40 MeV units #/cm2-s-sr-MeV
# Label: P5 = Protons from  38 -  82 MeV units #/cm2-s-sr-MeV
# Label: P6 = Protons from  84 - 200 MeV units #/cm2-s-sr-MeV
# Label: P7 = Protons from 110 - 900 MeV units #/cm2-s-sr-MeV
# Label: P8 = Protons from 350 - 420 MeV units #/cm2-s-sr-MeV
# Label: P9 = Protons from 420 - 510 MeV units #/cm2-s-sr-MeV
# Label: P10= Protons from 510 - 700 MeV units #/cm2-s-sr-MeV
# Label: P11= Protons from      >700 MeV units #/cm2-s-sr-MeV
# Source: GOES-15
# Location: W128
# Missing data: -1.00e+05
#
#                                        5-minute  GOES-15 Energetic Proton Flux Channels
#
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day      P1        P2        P3        P4        P5        P6        P7        P8        P9       P10       P11
#---------------------------------------------------------------------------------------------------------------------------------------------
2019 07 07  0235   58671   9300  4.10e+00  1.57e-01  5.63e-02  9.20e-03  2.14e-02  5.28e-03  2.70e-03  3.75e-03  1.54e-03  7.72e-04  2.36e-04
2019 07 07  0240   58671   9600  4.69e+00  1.09e-01  6.57e-02  1.12e-02  2.14e-02  5.76e-03  2.53e-03  3.61e-03  1.67e-03  8.85e-04  2.53e-04
2019 07 07  0245   58671   9900  4.13e+00  8.47e-02  8.44e-02  8.54e-03  1.93e-02  4.98e-03  3.31e-03  3.79e-03  1.31e-03  4.70e-04  2.05e-04
2019 07 07  0250   58671  10200  3.51e+00  1.81e-01  9.38e-02  1.31e-02  2.18e-02  5.52e-03  3.08e-03  3.52e-03  1.63e-03  6.02e-04  2.45e-04
2019 07 07  0255   58671  10500  3.84e+00  1.09e-01  7.50e-02  8.54e-03  1.75e-02  5.28e-03  3.26e-03  3.66e-03  1.94e-03  4.89e-04  2.20e-04
2019 07 07  0300   58671  10800  3.04e+00  1.57e-01  3.75e-02  1.38e-02  1.69e-02  4.98e-03  3.18e-03  3.34e-03  1.45e-03  6.96e-04  1.89e-04
2019 07 07  0305   58671  11100  3.16e+00  7.26e-02  9.38e-02  7.88e-03  1.69e-02  5.49e-03  3.01e-03  3.39e-03  1.31e-03  6.78e-04  2.47e-04
2019 07 07  0310   58671  11400  3.01e+00  1.69e-01  4.69e-02  7.88e-03  2.01e-02  5.69e-03  3.17e-03  3.21e-03  1.40e-03  7.15e-04  1.89e-04
2019 07 07  0315   58671  11700  2.55e+00  4.84e-02  3.75e-02  1.05e-02  1.99e-02  4.67e-03  2.48e-03  2.80e-03  1.58e-03  8.28e-04  2.57e-04
2019 07 07  0320   58671  12000  2.61e+00  1.09e-01  5.63e-02  1.31e-02  1.75e-02  5.66e-03  3.18e-03  3.57e-03  1.72e-03  7.72e-04  2.30e-04
2019 07 07  0325   58671  12300  2.15e+00  1.21e-01  8.44e-02  9.20e-03  2.07e-02  5.42e-03  3.05e-03  3.07e-03  1.49e-03  8.66e-04  2.30e-04
2019 07 07  0330   58671  12600  2.29e+00  1.69e-01  5.63e-02  1.38e-02  1.85e-02  5.25e-03  2.88e-03  3.48e-03  1.81e-03  9.03e-04  2.16e-04
2019 07 07  0335   58671  12900  2.15e+00  1.09e-01  5.63e-02  8.54e-03  1.77e-02  5.05e-03  3.25e-03  4.07e-03  1.63e-03  7.15e-04  2.53e-04
2019 07 07  0340   58671  13200  2.49e+00  1.33e-01  2.81e-02  7.23e-03  1.93e-02  5.79e-03  3.29e-03  3.66e-03  1.81e-03  3.58e-04  1.89e-04
2019 07 07  0345   58671  13500  2.31e+00  6.05e-02  1.03e-01  1.18e-02  2.18e-02  5.08e-03  2.82e-03  4.07e-03  1.63e-03  3.39e-04  2.08e-04
2019 07 07  0350   58671  13800  2.52e+00  6.05e-02  5.63e-02  8.54e-03  1.87e-02  5.28e-03  2.96e-03  3.16e-03  1.49e-03  4.70e-04  2.32e-04
2019 07 07  0355   58671  14100  2.04e+00  1.94e-01  5.63e-02  1.25e-02  1.95e-02  5.56e-03  2.73e-03  3.70e-03  1.49e-03  6.96e-04  2.22e-04
2019 07 07  0400   58671  14400  2.14e+00  9.68e-02  4.69e-02  1.05e-02  1.71e-02  5.08e-03  3.17e-03  2.89e-03  1.13e-03  8.85e-04  2.12e-04
2019 07 07  0405   58671  14700  1.60e+00  8.47e-02  8.44e-02  8.54e-03  1.85e-02  5.69e-03  3.15e-03  2.98e-03  1.17e-03  6.96e-04  2.12e-04
2019 07 07  0410   58671  15000  2.10e+00  9.68e-02  5.63e-02  1.64e-02  1.99e-02  6.00e-03  3.15e-03  3.16e-03  1.49e-03  7.34e-04  2.18e-04
2019 07 07  0415   58671  15300  1.98e+00  1.45e-01  4.69e-02  8.54e-03  1.93e-02  6.33e-03  3.45e-03  3.79e-03  1.40e-03  8.85e-04  2.44e-04
2019 07 07  0420   58671  15600  1.80e+00  9.68e-02  3.75e-02  1.05e-02  1.89e-02  5.93e-03  2.68e-03  2.76e-03  1.99e-03  1.04e-03  2.32e-04
2019 07 07  0425   58671  15900  2.18e+00  1.21e-01  5.63e-02  8.54e-03  2.07e-02  5.45e-03  2.79e-03  3.21e-03  1.54e-03  7.53e-04  2.55e-04
2019 07 07  0430   58671  16200  2.27e+00  1.81e-01  4.69e-02  1.05e-02  1.65e-02  6.06e-03  2.85e-03  3.52e-03  1.54e-03  4.89e-04  2.18e-04
2019 07 07  0435   58671  16500  2.00e+00  8.47e-02  7.50e-02  6.57e-03  1.73e-02  5.12e-03  3.10e-03  3.39e-03  1.49e-03  7.53e-04  2.01e-04
2019 07 07  0440   58671  16800  1.63e+00  1.33e-01  4.69e-02  9.20e-03  2.16e-02  5.76e-03  3.05e-03  3.84e-03  1.13e-03  6.02e-04  2.51e-04
2019 07 07  0445   58671  17100  1.44e+00  1.33e-01  7.50e-02  6.57e-03  1.71e-02  6.23e-03  3.07e-03  2.98e-03  1.94e-03  7.34e-04  2.26e-04
2019 07 07  0450   58671  17400  1.69e+00  1.33e-01  5.63e-02  9.20e-03  1.89e-02  6.50e-03  2.86e-03  3.16e-03  1.45e-03  7.72e-04  2.08e-04
2019 07 07  0455   58671  17700  1.58e+00  1.09e-01  6.57e-02  1.05e-02  1.77e-02  4.40e-03  3.37e-03  4.20e-03  1.40e-03  5.08e-04  2.55e-04
2019 07 07  0500   58671  18000  1.35e+00  7.26e-02  8.44e-02  7.88e-03  1.71e-02  5.42e-03  3.48e-03  2.89e-03  1.81e-03  8.09e-04  2.63e-04
2019 07 07  0505   58671  18300  1.49e+00  9.68e-02  5.63e-02  1.05e-02  1.79e-02  5.12e-03  2.74e-03  2.98e-03  1.99e-03  7.53e-04  2.55e-04
2019 07 07  0510   58671  18600  1.35e+00  1.33e-01  6.57e-02  1.25e-02  1.53e-02  5.25e-03  3.14e-03  3.75e-03  1.31e-03  5.65e-04  2.30e-04
2019 07 07  0515   58671  18900  1.48e+00  1.33e-01  2.81e-02  1.38e-02  1.99e-02  5.59e-03  3.38e-03  3.93e-03  1.49e-03  7.34e-04  1.97e-04
2019 07 07  0520   58671  19200  1.36e+00  1.94e-01  8.44e-02  1.05e-02  1.93e-02  5.89e-03  2.77e-03  4.74e-03  1.45e-03  6.21e-04  2.40e-04
2019 07 07  0525   58671  19500  1.17e+00  2.18e-01  6.57e-02  1.05e-02  1.48e-02  4.74e-03  3.31e-03  3.39e-03  1.54e-03  6.96e-04  2.34e-04
2019 07 07  0530   58671  19800  1.41e+00  1.09e-01  6.57e-02  8.54e-03  1.81e-02  6.06e-03  3.14e-03  3.48e-03  1.45e-03  4.89e-04  2.08e-04
2019 07 07  0535   58671  20100  9.08e-01  3.63e-02  1.41e-01  1.18e-02  2.30e-02  5.15e-03  3.07e-03  3.39e-03  9.49e-04  7.15e-04  2.55e-04
2019 07 07  0540   58671  20400  7.07e-01  1.45e-01  4.69e-02  1.31e-02  2.18e-02  5.76e-03  2.85e-03  3.34e-03  1.04e-03  6.78e-04  2.59e-04
2019 07 07  0545   58671  20700  7.87e-01  1.33e-01  2.81e-02  9.20e-03  2.03e-02  5.39e-03  3.37e-03  2.85e-03  2.17e-03  7.34e-04  2.30e-04
2019 07 07  0550   58671  21000  8.47e-01  1.94e-01  4.69e-02  9.86e-03  2.03e-02  5.93e-03  3.36e-03  3.93e-03  1.22e-03  8.09e-04  2.10e-04
2019 07 07  0555   58671  21300  9.10e-01  7.26e-02  3.75e-02  1.12e-02  1.97e-02  6.27e-03  2.92e-03  3.75e-03  1.40e-03  6.78e-04  2.57e-04
2019 07 07  0600   58671  21600  8.99e-01  1.81e-01  1.88e-02  1.51e-02  2.07e-02  5.86e-03  3.35e-03  3.07e-03  1.76e-03  6.21e-04  2.10e-04
2019 07 07  0605   58671  21900  7.48e-01  1.21e-01  3.75e-02  1.51e-02  1.83e-02  6.03e-03  3.12e-03  3.93e-03  1.76e-03  4.89e-04  2.67e-04
2019 07 07  0610   58671  22200  5.54e-01  1.57e-01  7.50e-02  1.25e-02  1.77e-02  5.32e-03  3.05e-03  3.57e-03  1.31e-03  7.90e-04  2.51e-04
2019 07 07  0615   58671  22500  7.61e-01  9.68e-02  8.44e-02  1.45e-02  1.83e-02  5.83e-03  3.08e-03  3.25e-03  1.58e-03  9.22e-04  2.38e-04
2019 07 07  0620   58671  22800  5.76e-01  7.26e-02  7.50e-02  1.31e-02  2.10e-02  5.72e-03  3.32e-03  3.25e-03  1.67e-03  7.34e-04  2.79e-04
2019 07 07  0625   58671  23100  6.86e-01  1.94e-01  4.69e-02  1.51e-02  1.85e-02  4.67e-03  2.84e-03  3.34e-03  2.12e-03  5.65e-04  2.26e-04
2019 07 07  0630   58671  23400  6.66e-01  7.26e-02  2.81e-02  1.45e-02  2.14e-02  5.93e-03  2.79e-03  3.21e-03  1.90e-03  7.53e-04  2.14e-04
2019 07 07  0635   58671  23700  8.28e-01  7.26e-02  5.63e-02  1.64e-02  1.89e-02  6.33e-03  3.12e-03  3.12e-03  1.49e-03  7.90e-04  2.28e-04
2019 07 07  0640   58671  24000  5.86e-01  4.84e-02  6.57e-02  1.12e-02  1.55e-02  5.49e-03  3.26e-03  3.70e-03  9.94e-04  5.08e-04  2.30e-04
2019 07 07  0645   58671  24300  5.24e-01  8.47e-02  7.50e-02  1.25e-02  1.57e-02  5.56e-03  3.19e-03  2.71e-03  1.54e-03  5.46e-04  2.30e-04
2019 07 07  0650   58671  24600  5.58e-01  1.69e-01  5.63e-02  1.25e-02  2.05e-02  5.59e-03  2.96e-03  3.43e-03  1.17e-03  8.09e-04  1.66e-04
2019 07 07  0655   58671  24900  3.32e-01  1.69e-01  6.57e-02  2.23e-02  2.18e-02  5.42e-03  3.20e-03  3.03e-03  1.54e-03  7.34e-04  2.10e-04
2019 07 07  0700   58671  25200  4.72e-01  1.09e-01  5.63e-02  1.18e-02  1.79e-02  5.93e-03  3.16e-03  3.30e-03  1.17e-03  5.27e-04  1.95e-04
2019 07 07  0705   58671  25500  5.91e-01  1.21e-01  7.50e-02  1.25e-02  1.69e-02  5.56e-03  3.03e-03  3.21e-03  2.12e-03  3.76e-04  2.18e-04
2019 07 07  0710   58671  25800  4.18e-01  1.09e-01  3.75e-02  1.18e-02  1.69e-02  5.96e-03  3.25e-03  3.30e-03  1.31e-03  6.78e-04  2.30e-04
2019 07 07  0715   58671  26100  3.47e-01  1.33e-01  5.63e-02  1.77e-02  1.97e-02  5.22e-03  3.11e-03  3.39e-03  1.36e-03  8.85e-04  2.14e-04
2019 07 07  0720   58671  26400  3.32e-01  2.42e-01  5.63e-02  2.10e-02  2.22e-02  5.08e-03  3.23e-03  3.52e-03  1.58e-03  6.78e-04  2.40e-04
2019 07 07  0725   58671  26700  3.13e-01  1.33e-01  3.75e-02  2.04e-02  1.91e-02  5.15e-03  3.11e-03  3.07e-03  1.49e-03  5.65e-04  2.63e-04
2019 07 07  0730   58671  27000  2.26e-01  1.69e-01  7.50e-02  1.71e-02  1.67e-02  5.86e-03  3.01e-03  2.89e-03  1.90e-03  6.02e-04  2.28e-04
2019 07 07  0735   58671  27300  3.71e-01  1.69e-01  8.44e-02  1.31e-02  1.93e-02  5.52e-03  2.78e-03  3.39e-03  1.31e-03  6.59e-04  2.69e-04
2019 07 07  0740   58671  27600  5.13e-01  1.94e-01  1.13e-01  1.45e-02  1.83e-02  5.56e-03  3.13e-03  3.93e-03  1.58e-03  5.27e-04  2.38e-04
2019 07 07  0745   58671  27900  3.28e-01  9.68e-02  6.57e-02  1.58e-02  1.89e-02  5.28e-03  3.15e-03  2.53e-03  1.40e-03  6.59e-04  2.42e-04
2019 07 07  0750   58671  28200  3.19e-01  9.68e-02  6.57e-02  1.84e-02  1.53e-02  5.15e-03  3.53e-03  3.39e-03  1.40e-03  5.83e-04  2.44e-04
2019 07 07  0755   58671  28500  3.15e-01  8.47e-02  5.63e-02  1.77e-02  2.08e-02  5.93e-03  2.97e-03  3.25e-03  1.26e-03  6.59e-04  2.08e-04
2019 07 07  0800   58671  28800  2.57e-01  1.21e-01  1.88e-02  2.30e-02  2.24e-02  5.96e-03  3.20e-03  3.70e-03  1.67e-03  5.08e-04  2.22e-04
2019 07 07  0805   58671  29100  3.08e-01  1.69e-01  4.69e-02  2.10e-02  1.83e-02  5.12e-03  3.02e-03  3.43e-03  1.40e-03  7.34e-04  2.42e-04
2019 07 07  0810   58671  29400  2.82e-01  6.05e-02  3.75e-02  2.63e-02  1.55e-02  5.86e-03  3.18e-03  3.48e-03  1.63e-03  6.59e-04  2.14e-04
2019 07 07  0815   58671  29700  2.16e-01  1.94e-01  7.50e-02  1.45e-02  2.08e-02  5.45e-03  2.97e-03  3.52e-03  1.85e-03  7.72e-04  2.28e-04
2019 07 07  0820   58671  30000  2.80e-01  4.84e-02  3.75e-02  1.71e-02  1.89e-02  6.23e-03  3.29e-03  3.93e-03  1.40e-03  9.41e-04  2.01e-04
2019 07 07  0825   58671  30300  2.89e-01  1.57e-01  5.63e-02  1.97e-02  1.79e-02  5.15e-03  2.94e-03  3.21e-03  1.85e-03  1.13e-03  1.75e-04
2019 07 07  0830   58671  30600  5.20e-01  8.47e-02  7.50e-02  2.17e-02  1.85e-02  5.76e-03  3.20e-03  3.07e-03  1.54e-03  8.09e-04  2.22e-04
2019 07 07  0835   58671  30900  3.51e-01  1.09e-01  9.38e-02  2.23e-02  1.69e-02  5.66e-03  3.25e-03  3.07e-03  1.45e-03  8.28e-04  2.12e-04
2019 07 07  0840   58671  31200  2.91e-01  1.69e-01  7.50e-02  1.45e-02  1.55e-02  5.79e-03  3.46e-03  3.03e-03  1.31e-03  6.59e-04  2.47e-04
2019 07 07  0845   58671  31500  3.47e-01  1.33e-01  4.69e-02  1.51e-02  2.10e-02  4.88e-03  3.25e-03  2.66e-03  1.31e-03  6.40e-04  2.08e-04
2019 07 07  0850   58671  31800  2.52e-01  1.09e-01  7.50e-02  2.43e-02  2.08e-02  6.20e-03  3.01e-03  2.89e-03  1.31e-03  6.02e-04  1.93e-04
2019 07 07  0855   58671  32100  1.68e-01  1.33e-01  8.44e-02  1.91e-02  2.28e-02  5.45e-03  3.04e-03  2.80e-03  1.90e-03  5.65e-04  2.14e-04
2019 07 07  0900   58671  32400  2.35e-01  1.81e-01  4.69e-02  2.56e-02  1.51e-02  4.98e-03  3.11e-03  3.48e-03  1.54e-03  6.59e-04  2.32e-04
2019 07 07  0905   58671  32700  2.41e-01  8.47e-02  5.63e-02  2.23e-02  2.16e-02  5.86e-03  3.13e-03  3.21e-03  1.99e-03  8.09e-04  2.06e-04
2019 07 07  0910   58671  33000  2.01e-01  1.57e-01  7.50e-02  2.63e-02  1.69e-02  6.10e-03  3.22e-03  3.21e-03  1.63e-03  6.78e-04  2.75e-04
2019 07 07  0915   58671  33300  2.82e-01  9.68e-02  4.69e-02  1.84e-02  2.30e-02  5.96e-03  2.99e-03  3.88e-03  1.31e-03  5.83e-04  2.24e-04
2019 07 07  0920   58671  33600  2.87e-01  1.09e-01  8.44e-02  2.30e-02  1.97e-02  4.95e-03  3.14e-03  2.80e-03  1.63e-03  6.21e-04  2.44e-04
2019 07 07  0925   58671  33900  3.67e-01  1.94e-01  2.81e-02  1.91e-02  2.18e-02  5.42e-03  3.03e-03  3.43e-03  1.99e-03  5.46e-04  2.20e-04
2019 07 07  0930   58671  34200  2.52e-01  1.33e-01  8.44e-02  1.71e-02  2.28e-02  5.56e-03  3.10e-03  3.12e-03  1.90e-03  6.02e-04  2.69e-04
2019 07 07  0935   58671  34500  3.00e-01  8.47e-02  6.57e-02  2.30e-02  2.24e-02  5.89e-03  3.17e-03  3.30e-03  1.40e-03  8.28e-04  1.99e-04
2019 07 07  0940   58671  34800  2.46e-01  2.78e-01  3.75e-02  1.77e-02  1.83e-02  4.71e-03  3.41e-03  3.03e-03  1.85e-03  9.22e-04  2.10e-04
2019 07 07  0945   58671  35100  2.13e-01  1.33e-01  3.75e-02  2.76e-02  2.01e-02  4.98e-03  3.22e-03  2.89e-03  1.36e-03  8.09e-04  2.05e-04
2019 07 07  0950   58671  35400  2.87e-01  1.09e-01  8.44e-02  2.23e-02  1.83e-02  6.88e-03  2.93e-03  3.21e-03  1.31e-03  8.47e-04  2.16e-04
2019 07 07  0955   58671  35700  3.02e-01  1.45e-01  5.63e-02  2.23e-02  1.63e-02  5.93e-03  2.98e-03  3.30e-03  1.54e-03  7.72e-04  2.26e-04
2019 07 07  1000   58671  36000  1.42e-01  1.57e-01  5.63e-02  1.97e-02  1.87e-02  6.30e-03  3.35e-03  4.02e-03  1.72e-03  7.53e-04  2.06e-04
2019 07 07  1005   58671  36300  2.67e-01  1.09e-01  3.75e-02  1.84e-02  1.73e-02  7.27e-03  3.05e-03  3.84e-03  1.67e-03  7.34e-04  1.87e-04
2019 07 07  1010   58671  36600  3.23e-01  9.68e-02  1.88e-02  2.23e-02  1.63e-02  5.79e-03  3.14e-03  2.94e-03  9.03e-04  5.27e-04  2.40e-04
2019 07 07  1015   58671  36900  2.98e-01  6.05e-02  8.44e-02  2.37e-02  1.73e-02  5.59e-03  3.13e-03  2.66e-03  1.58e-03  7.72e-04  2.38e-04
2019 07 07  1020   58671  37200  2.11e-01  1.09e-01  1.22e-01  2.83e-02  1.83e-02  5.93e-03  3.00e-03  3.03e-03  1.45e-03  6.40e-04  2.38e-04
2019 07 07  1025   58671  37500  3.19e-01  1.69e-01  3.75e-02  1.91e-02  1.89e-02  5.12e-03  3.63e-03  2.71e-03  1.76e-03  6.96e-04  1.71e-04
2019 07 07  1030   58671  37800  2.87e-01  1.33e-01  7.50e-02  2.04e-02  1.42e-02  5.56e-03  3.31e-03  3.21e-03  1.22e-03  7.90e-04  2.20e-04
2019 07 07  1035   58671  38100  2.11e-01  6.05e-02  1.22e-01  2.10e-02  1.91e-02  5.45e-03  3.20e-03  2.71e-03  1.67e-03  5.46e-04  2.73e-04
2019 07 07  1040   58671  38400  2.48e-01  1.21e-01  7.50e-02  2.10e-02  1.85e-02  5.93e-03  2.60e-03  3.93e-03  1.58e-03  6.21e-04  2.40e-04
2019 07 07  1045   58671  38700  2.87e-01  1.33e-01  3.75e-02  2.10e-02  1.89e-02  5.96e-03  2.81e-03  2.71e-03  1.36e-03  6.78e-04  2.16e-04
2019 07 07  1050   58671  39000  2.39e-01  1.21e-01  3.75e-02  2.56e-02  2.24e-02  5.96e-03  3.22e-03  2.85e-03  1.36e-03  5.83e-04  2.30e-04
2019 07 07  1055   58671  39300  2.74e-01  1.21e-01  4.69e-02  1.58e-02  1.77e-02  4.95e-03  3.21e-03  3.03e-03  1.72e-03  7.72e-04  2.10e-04
2019 07 07  1100   58671  39600  4.42e-01  1.57e-01  6.57e-02  1.84e-02  1.73e-02  5.42e-03  3.23e-03  3.30e-03  1.36e-03  7.34e-04  2.06e-04
2019 07 07  1105   58671  39900  2.48e-01  1.57e-01  4.69e-02  1.51e-02  2.01e-02  5.01e-03  3.38e-03  2.66e-03  1.54e-03  8.09e-04  2.34e-04
2019 07 07  1110   58671  40200  4.68e-01  1.45e-01  2.81e-02  1.91e-02  1.65e-02  6.10e-03  3.10e-03  3.16e-03  1.08e-03  7.34e-04  2.59e-04
