#:Data_list: 20190701_Gp_pchan_5m.txt
#:Created: 2019 Jul 02 0011 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Label: P1 = Protons from 0.7 -   4 MeV units #/cm2-s-sr-MeV
# Label: P2 = Protons from   4 -   9 MeV units #/cm2-s-sr-MeV
# Label: P3 = Protons from   9 -  15 MeV units #/cm2-s-sr-MeV
# Label: P4 = Protons from  15 -  40 MeV units #/cm2-s-sr-MeV
# Label: P5 = Protons from  38 -  82 MeV units #/cm2-s-sr-MeV
# Label: P6 = Protons from  84 - 200 MeV units #/cm2-s-sr-MeV
# Label: P7 = Protons from 110 - 900 MeV units #/cm2-s-sr-MeV
# Label: P8 = Protons from 350 - 420 MeV units #/cm2-s-sr-MeV
# Label: P9 = Protons from 420 - 510 MeV units #/cm2-s-sr-MeV
# Label: P10= Protons from 510 - 700 MeV units #/cm2-s-sr-MeV
# Label: P11= Protons from      >700 MeV units #/cm2-s-sr-MeV
# Source: GOES-15
# Location: W128
# Missing data: -1.00e+05
#
#                                        5-minute  GOES-15 Energetic Proton Flux Channels
#
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day      P1        P2        P3        P4        P5        P6        P7        P8        P9       P10       P11
#---------------------------------------------------------------------------------------------------------------------------------------------
2019 07 01  0140   58665   6000  4.72e-01  1.21e-01  4.69e-02  5.91e-03  1.71e-02  4.74e-03  3.17e-03  3.66e-03  1.31e-03  8.66e-04  2.08e-04
2019 07 01  0145   58665   6300  5.82e-01  1.69e-01  4.69e-02  9.86e-03  1.85e-02  4.78e-03  2.76e-03  3.52e-03  1.72e-03  7.15e-04  2.42e-04
2019 07 01  0150   58665   6600  5.20e-01  1.21e-01  5.63e-02  8.54e-03  1.89e-02  5.52e-03  2.97e-03  3.57e-03  1.76e-03  5.27e-04  2.36e-04
2019 07 01  0155   58665   6900  4.23e-01  7.26e-02  7.50e-02  9.20e-03  1.95e-02  6.10e-03  3.09e-03  2.94e-03  1.36e-03  8.66e-04  2.36e-04
2019 07 01  0200   58665   7200  7.05e-01  1.81e-01  0.00e+00  1.12e-02  1.93e-02  4.81e-03  3.12e-03  3.61e-03  1.72e-03  8.66e-04  2.40e-04
2019 07 01  0205   58665   7500  5.91e-01  7.26e-02  7.50e-02  1.12e-02  1.83e-02  5.22e-03  3.19e-03  3.30e-03  1.49e-03  8.66e-04  2.10e-04
2019 07 01  0210   58665   7800  5.41e-01  1.45e-01  4.69e-02  9.20e-03  2.26e-02  6.74e-03  2.83e-03  3.25e-03  1.40e-03  3.39e-04  2.36e-04
2019 07 01  0215   58665   8100  4.38e-01  8.47e-02  5.63e-02  2.10e-02  1.91e-02  5.45e-03  3.37e-03  2.71e-03  1.08e-03  6.21e-04  2.22e-04
2019 07 01  0220   58665   8400  4.36e-01  4.84e-02  4.69e-02  1.12e-02  1.93e-02  5.22e-03  3.27e-03  3.21e-03  1.17e-03  5.83e-04  2.03e-04
2019 07 01  0225   58665   8700  3.06e-01  9.68e-02  5.63e-02  7.88e-03  1.91e-02  5.45e-03  3.04e-03  2.94e-03  1.67e-03  6.78e-04  2.45e-04
2019 07 01  0230   58665   9000  5.22e-01  4.84e-02  1.03e-01  4.60e-03  2.05e-02  5.62e-03  3.25e-03  3.61e-03  9.94e-04  7.90e-04  2.67e-04
2019 07 01  0235   58665   9300  4.40e-01  1.09e-01  7.50e-02  7.23e-03  2.22e-02  5.62e-03  2.97e-03  3.70e-03  1.31e-03  6.40e-04  2.45e-04
2019 07 01  0240   58665   9600  3.90e-01  7.26e-02  5.63e-02  1.12e-02  2.01e-02  4.84e-03  2.67e-03  3.66e-03  1.26e-03  7.90e-04  2.51e-04
2019 07 01  0245   58665   9900  5.61e-01  1.09e-01  9.38e-02  7.23e-03  1.53e-02  5.42e-03  3.10e-03  3.07e-03  1.22e-03  7.53e-04  2.26e-04
2019 07 01  0250   58665  10200  4.66e-01  7.26e-02  1.22e-01  1.05e-02  2.10e-02  5.28e-03  3.23e-03  4.61e-03  1.72e-03  7.53e-04  1.91e-04
2019 07 01  0255   58665  10500  4.10e-01  1.81e-01  1.03e-01  7.88e-03  1.67e-02  4.61e-03  2.92e-03  3.52e-03  1.40e-03  6.40e-04  2.32e-04
2019 07 01  0300   58665  10800  4.66e-01  6.05e-02  1.03e-01  5.26e-03  2.22e-02  5.39e-03  2.88e-03  3.34e-03  1.63e-03  6.21e-04  2.05e-04
2019 07 01  0305   58665  11100  2.87e-01  6.05e-02  1.88e-02  7.88e-03  1.91e-02  5.62e-03  2.79e-03  3.39e-03  1.26e-03  8.47e-04  2.10e-04
2019 07 01  0310   58665  11400  2.61e-01  8.47e-02  1.88e-02  1.05e-02  2.05e-02  4.98e-03  2.97e-03  2.98e-03  1.49e-03  7.72e-04  2.18e-04
2019 07 01  0315   58665  11700  3.21e-01  9.68e-02  9.38e-02  1.31e-02  2.08e-02  5.76e-03  2.50e-03  3.66e-03  1.45e-03  7.15e-04  2.08e-04
2019 07 01  0320   58665  12000  3.51e-01  1.21e-01  7.50e-02  7.23e-03  1.75e-02  5.86e-03  3.03e-03  2.76e-03  1.17e-03  5.46e-04  2.30e-04
2019 07 01  0325   58665  12300  1.96e-01  7.26e-02  1.03e-01  6.57e-03  1.79e-02  4.84e-03  3.21e-03  3.34e-03  1.36e-03  7.72e-04  1.81e-04
2019 07 01  0330   58665  12600  2.50e-01  1.57e-01  3.75e-02  1.12e-02  1.73e-02  6.67e-03  3.20e-03  3.79e-03  1.76e-03  6.96e-04  2.44e-04
2019 07 01  0335   58665  12900  3.06e-01  1.09e-01  7.50e-02  1.31e-02  1.87e-02  5.86e-03  2.77e-03  3.66e-03  1.63e-03  7.72e-04  2.47e-04
2019 07 01  0340   58665  13200  2.76e-01  6.05e-02  8.44e-02  9.86e-03  2.08e-02  5.89e-03  3.23e-03  2.76e-03  1.94e-03  5.83e-04  2.20e-04
2019 07 01  0345   58665  13500  3.58e-01  1.09e-01  5.63e-02  1.38e-02  2.08e-02  5.25e-03  2.83e-03  3.43e-03  1.67e-03  6.78e-04  2.05e-04
2019 07 01  0350   58665  13800  1.94e-01  1.33e-01  3.75e-02  7.23e-03  2.05e-02  5.08e-03  2.59e-03  3.25e-03  1.08e-03  4.70e-04  2.06e-04
2019 07 01  0355   58665  14100  2.76e-01  8.47e-02  4.69e-02  5.91e-03  2.22e-02  5.08e-03  3.04e-03  2.39e-03  1.08e-03  4.89e-04  2.28e-04
2019 07 01  0400   58665  14400  3.00e-01  2.06e-01  1.88e-02  9.86e-03  2.05e-02  5.01e-03  2.99e-03  3.52e-03  1.58e-03  4.33e-04  2.10e-04
2019 07 01  0405   58665  14700  2.95e-01  1.09e-01  1.88e-02  5.26e-03  1.89e-02  4.91e-03  2.79e-03  3.66e-03  1.94e-03  5.46e-04  2.32e-04
2019 07 01  0410   58665  15000  3.21e-01  8.47e-02  1.31e-01  7.88e-03  1.73e-02  4.81e-03  2.90e-03  3.48e-03  1.94e-03  6.96e-04  2.34e-04
2019 07 01  0415   58665  15300  3.23e-01  1.57e-01  6.57e-02  8.54e-03  1.81e-02  5.52e-03  3.06e-03  3.07e-03  1.17e-03  5.27e-04  2.14e-04
2019 07 01  0420   58665  15600  3.71e-01  8.47e-02  7.50e-02  1.38e-02  1.93e-02  4.67e-03  2.90e-03  3.03e-03  1.67e-03  7.53e-04  2.20e-04
2019 07 01  0425   58665  15900  1.85e-01  7.26e-02  4.69e-02  7.23e-03  2.05e-02  4.98e-03  2.77e-03  3.03e-03  1.90e-03  8.09e-04  2.53e-04
2019 07 01  0430   58665  16200  3.62e-01  1.21e-01  1.22e-01  9.86e-03  2.24e-02  5.28e-03  2.99e-03  3.12e-03  1.08e-03  7.15e-04  2.30e-04
2019 07 01  0435   58665  16500  2.11e-01  7.26e-02  3.75e-02  9.86e-03  2.16e-02  5.86e-03  2.53e-03  3.03e-03  1.36e-03  6.96e-04  2.42e-04
2019 07 01  0440   58665  16800  1.85e-01  7.26e-02  6.57e-02  9.20e-03  2.10e-02  5.86e-03  2.79e-03  2.62e-03  1.54e-03  5.83e-04  2.44e-04
2019 07 01  0445   58665  17100  2.80e-01  9.68e-02  7.50e-02  1.05e-02  2.08e-02  4.78e-03  3.37e-03  3.52e-03  1.63e-03  4.52e-04  2.38e-04
2019 07 01  0450   58665  17400  2.18e-01  1.69e-01  2.81e-02  9.86e-03  1.65e-02  5.59e-03  2.96e-03  3.66e-03  2.03e-03  6.96e-04  2.45e-04
2019 07 01  0455   58665  17700  4.16e-01  1.69e-01  4.69e-02  9.20e-03  2.05e-02  5.08e-03  3.12e-03  2.98e-03  1.49e-03  5.46e-04  2.22e-04
2019 07 01  0500   58665  18000  2.18e-01  9.68e-02  8.44e-02  1.31e-02  1.65e-02  4.67e-03  3.19e-03  3.07e-03  1.49e-03  6.40e-04  2.86e-04
2019 07 01  0505   58665  18300  4.64e-01  1.57e-01  5.63e-02  1.31e-02  1.99e-02  5.59e-03  2.85e-03  2.98e-03  1.31e-03  5.83e-04  2.34e-04
2019 07 01  0510   58665  18600  2.31e-01  1.94e-01  1.13e-01  1.38e-02  1.71e-02  5.83e-03  2.97e-03  3.30e-03  1.36e-03  5.08e-04  2.05e-04
2019 07 01  0515   58665  18900  4.92e-01  3.63e-02  8.44e-02  1.38e-02  1.89e-02  4.67e-03  2.98e-03  3.52e-03  1.54e-03  6.59e-04  1.93e-04
2019 07 01  0520   58665  19200  3.36e-01  1.09e-01  5.63e-02  1.38e-02  2.03e-02  5.83e-03  2.91e-03  2.94e-03  1.58e-03  7.72e-04  2.42e-04
2019 07 01  0525   58665  19500  1.40e-01  1.81e-01  5.63e-02  1.05e-02  1.83e-02  5.15e-03  3.12e-03  3.16e-03  1.36e-03  7.90e-04  2.18e-04
2019 07 01  0530   58665  19800  2.20e-01  9.68e-02  5.63e-02  1.45e-02  2.08e-02  5.18e-03  2.91e-03  3.75e-03  1.17e-03  7.90e-04  2.44e-04
2019 07 01  0535   58665  20100  3.43e-01  1.21e-01  5.63e-02  1.05e-02  1.85e-02  5.72e-03  3.17e-03  2.48e-03  1.58e-03  4.70e-04  2.55e-04
2019 07 01  0540   58665  20400  2.50e-01  1.21e-01  1.88e-02  1.38e-02  1.67e-02  4.57e-03  2.87e-03  3.16e-03  1.45e-03  6.21e-04  2.36e-04
2019 07 01  0545   58665  20700  3.36e-01  9.68e-02  1.03e-01  1.05e-02  2.22e-02  5.59e-03  3.10e-03  4.29e-03  1.08e-03  5.08e-04  1.81e-04
2019 07 01  0550   58665  21000  2.39e-01  9.68e-02  7.50e-02  1.84e-02  2.08e-02  4.91e-03  3.19e-03  3.34e-03  1.08e-03  5.83e-04  2.22e-04
2019 07 01  0555   58665  21300  3.02e-01  9.68e-02  5.63e-02  1.25e-02  1.79e-02  5.42e-03  3.03e-03  3.25e-03  1.63e-03  6.96e-04  2.30e-04
2019 07 01  0600   58665  21600  2.54e-01  1.21e-01  4.69e-02  9.86e-03  1.75e-02  5.42e-03  3.17e-03  3.16e-03  1.49e-03  7.34e-04  2.16e-04
2019 07 01  0605   58665  21900  2.26e-01  1.45e-01  3.75e-02  1.45e-02  1.95e-02  6.40e-03  3.15e-03  3.84e-03  1.26e-03  8.09e-04  2.10e-04
2019 07 01  0610   58665  22200  3.71e-01  1.33e-01  8.44e-02  1.05e-02  1.79e-02  5.25e-03  2.94e-03  2.85e-03  1.54e-03  7.15e-04  2.20e-04
2019 07 01  0615   58665  22500  1.34e-01  1.33e-01  4.69e-02  1.05e-02  1.69e-02  4.95e-03  2.95e-03  3.30e-03  1.36e-03  5.65e-04  2.20e-04
2019 07 01  0620   58665  22800  1.77e-01  1.09e-01  6.57e-02  7.23e-03  1.83e-02  5.66e-03  3.05e-03  3.25e-03  1.58e-03  7.90e-04  1.87e-04
2019 07 01  0625   58665  23100  2.35e-01  1.21e-01  3.75e-02  9.86e-03  1.91e-02  5.59e-03  2.75e-03  2.85e-03  1.26e-03  6.40e-04  2.24e-04
2019 07 01  0630   58665  23400  2.61e-01  9.68e-02  3.75e-02  1.31e-02  2.28e-02  5.35e-03  3.10e-03  3.39e-03  1.85e-03  7.53e-04  1.85e-04
2019 07 01  0635   58665  23700  2.65e-01  1.45e-01  7.50e-02  9.86e-03  2.05e-02  4.78e-03  3.45e-03  3.21e-03  1.76e-03  8.09e-04  2.24e-04
2019 07 01  0640   58665  24000  3.43e-01  1.09e-01  4.69e-02  1.64e-02  1.77e-02  5.28e-03  3.20e-03  3.07e-03  8.58e-04  5.65e-04  2.49e-04
2019 07 01  0645   58665  24300  4.03e-01  1.21e-01  8.44e-02  9.20e-03  1.69e-02  4.71e-03  3.07e-03  3.93e-03  1.85e-03  5.83e-04  2.44e-04
2019 07 01  0650   58665  24600  2.65e-01  1.57e-01  4.69e-02  1.64e-02  1.79e-02  6.03e-03  3.19e-03  3.52e-03  1.40e-03  6.02e-04  1.85e-04
2019 07 01  0655   58665  24900  3.08e-01  8.47e-02  7.50e-02  1.64e-02  1.67e-02  4.84e-03  2.82e-03  3.48e-03  1.31e-03  7.90e-04  2.05e-04
2019 07 01  0700   58665  25200  2.48e-01  1.94e-01  1.88e-02  1.77e-02  1.95e-02  4.07e-03  2.84e-03  3.39e-03  1.22e-03  6.21e-04  2.08e-04
2019 07 01  0705   58665  25500  3.84e-01  1.09e-01  2.81e-02  1.25e-02  2.16e-02  4.84e-03  2.85e-03  2.89e-03  1.45e-03  6.59e-04  2.12e-04
2019 07 01  0710   58665  25800  3.43e-01  1.33e-01  9.38e-02  2.04e-02  1.71e-02  5.89e-03  3.27e-03  3.25e-03  9.94e-04  6.96e-04  2.61e-04
2019 07 01  0715   58665  26100  3.39e-01  1.94e-01  2.81e-02  1.05e-02  1.61e-02  6.27e-03  3.17e-03  3.52e-03  2.26e-03  5.27e-04  1.85e-04
2019 07 01  0720   58665  26400  2.20e-01  8.47e-02  9.38e-02  1.45e-02  1.79e-02  5.86e-03  2.90e-03  3.52e-03  1.31e-03  7.90e-04  2.03e-04
2019 07 01  0725   58665  26700  2.78e-01  2.06e-01  6.57e-02  1.38e-02  1.83e-02  5.12e-03  2.93e-03  2.94e-03  1.58e-03  7.72e-04  2.51e-04
2019 07 01  0730   58665  27000  1.88e-01  1.45e-01  1.22e-01  2.04e-02  1.83e-02  5.42e-03  3.25e-03  3.48e-03  1.31e-03  6.02e-04  1.93e-04
2019 07 01  0735   58665  27300  3.47e-01  1.09e-01  6.57e-02  1.38e-02  1.83e-02  5.79e-03  3.26e-03  3.48e-03  1.04e-03  6.78e-04  2.08e-04
2019 07 01  0740   58665  27600  2.89e-01  1.33e-01  5.63e-02  1.97e-02  2.03e-02  6.54e-03  3.01e-03  3.57e-03  1.04e-03  4.70e-04  1.99e-04
2019 07 01  0745   58665  27900  3.58e-01  1.45e-01  7.50e-02  1.64e-02  1.81e-02  5.62e-03  3.19e-03  3.30e-03  1.26e-03  7.34e-04  1.99e-04
2019 07 01  0750   58665  28200  3.36e-01  1.09e-01  7.50e-02  2.04e-02  2.54e-02  5.66e-03  2.94e-03  3.30e-03  1.45e-03  8.28e-04  2.18e-04
2019 07 01  0755   58665  28500  1.47e-01  6.05e-02  9.38e-02  2.37e-02  1.51e-02  5.76e-03  3.24e-03  3.34e-03  1.54e-03  6.40e-04  2.16e-04
2019 07 01  0800   58665  28800  2.13e-01  1.09e-01  7.50e-02  2.30e-02  1.75e-02  5.12e-03  3.39e-03  3.39e-03  1.40e-03  7.72e-04  2.03e-04
2019 07 01  0805   58665  29100  2.63e-01  1.21e-01  6.57e-02  1.64e-02  2.18e-02  6.27e-03  2.76e-03  3.07e-03  1.54e-03  5.46e-04  2.51e-04
2019 07 01  0810   58665  29400  3.58e-01  1.45e-01  4.69e-02  2.69e-02  1.83e-02  6.13e-03  2.73e-03  2.71e-03  1.45e-03  5.46e-04  2.45e-04
2019 07 01  0815   58665  29700  3.04e-01  1.57e-01  6.57e-02  1.84e-02  1.91e-02  5.25e-03  2.74e-03  2.94e-03  1.26e-03  6.78e-04  2.18e-04
2019 07 01  0820   58665  30000  4.36e-01  8.47e-02  5.63e-02  1.51e-02  1.67e-02  5.76e-03  3.18e-03  2.66e-03  1.67e-03  8.09e-04  1.93e-04
2019 07 01  0825   58665  30300  3.17e-01  1.09e-01  8.44e-02  2.23e-02  1.95e-02  5.83e-03  3.09e-03  2.85e-03  9.49e-04  7.34e-04  2.03e-04
2019 07 01  0830   58665  30600  2.61e-01  3.63e-02  8.44e-02  2.23e-02  2.14e-02  6.03e-03  3.16e-03  2.80e-03  1.54e-03  5.46e-04  2.20e-04
2019 07 01  0835   58665  30900  2.70e-01  1.45e-01  6.57e-02  1.84e-02  1.71e-02  5.32e-03  3.01e-03  3.43e-03  1.63e-03  7.15e-04  2.20e-04
2019 07 01  0840   58665  31200  3.43e-01  1.45e-01  2.81e-02  1.84e-02  1.99e-02  4.95e-03  3.35e-03  3.03e-03  1.22e-03  8.28e-04  2.49e-04
2019 07 01  0845   58665  31500  2.09e-01  8.47e-02  6.57e-02  1.77e-02  1.89e-02  5.66e-03  3.24e-03  3.21e-03  1.49e-03  6.96e-04  2.24e-04
2019 07 01  0850   58665  31800  2.31e-01  4.84e-02  1.03e-01  1.91e-02  1.59e-02  5.08e-03  3.21e-03  3.57e-03  1.36e-03  7.15e-04  2.79e-04
2019 07 01  0855   58665  32100  2.22e-01  1.69e-01  5.63e-02  1.84e-02  1.57e-02  5.39e-03  3.38e-03  2.44e-03  1.26e-03  7.53e-04  2.28e-04
2019 07 01  0900   58665  32400  3.06e-01  1.21e-01  4.69e-02  1.84e-02  2.20e-02  5.12e-03  3.05e-03  3.84e-03  1.72e-03  8.47e-04  1.71e-04
2019 07 01  0905   58665  32700  3.15e-01  2.18e-01  6.57e-02  2.10e-02  1.95e-02  5.42e-03  3.23e-03  3.30e-03  1.54e-03  5.46e-04  2.20e-04
2019 07 01  0910   58665  33000  3.36e-01  7.26e-02  1.03e-01  2.89e-02  2.05e-02  4.61e-03  3.28e-03  2.80e-03  1.40e-03  8.47e-04  2.28e-04
2019 07 01  0915   58665  33300  2.05e-01  1.21e-01  6.57e-02  2.17e-02  2.01e-02  5.18e-03  3.11e-03  2.94e-03  1.22e-03  5.83e-04  1.81e-04
2019 07 01  0920   58665  33600  2.37e-01  1.09e-01  7.50e-02  2.30e-02  2.05e-02  5.01e-03  3.31e-03  3.03e-03  1.26e-03  6.59e-04  2.38e-04
2019 07 01  0925   58665  33900  2.09e-01  7.26e-02  9.38e-02  2.04e-02  1.51e-02  5.28e-03  2.96e-03  2.66e-03  1.58e-03  5.65e-04  2.24e-04
2019 07 01  0930   58665  34200  2.87e-01  1.69e-01  5.63e-02  2.30e-02  1.85e-02  5.66e-03  3.19e-03  2.85e-03  1.45e-03  6.40e-04  2.18e-04
2019 07 01  0935   58665  34500  2.01e-01  1.33e-01  5.63e-02  2.63e-02  1.75e-02  5.25e-03  2.90e-03  2.80e-03  1.26e-03  6.78e-04  2.30e-04
2019 07 01  0940   58665  34800  2.33e-01  1.21e-01  7.50e-02  1.91e-02  1.93e-02  5.39e-03  2.94e-03  4.07e-03  1.45e-03  6.78e-04  2.12e-04
2019 07 01  0945   58665  35100  2.26e-01  1.94e-01  2.81e-02  2.37e-02  1.77e-02  5.59e-03  3.46e-03  3.43e-03  1.22e-03  6.96e-04  2.05e-04
2019 07 01  0950   58665  35400  2.48e-01  1.09e-01  6.57e-02  1.77e-02  2.12e-02  5.93e-03  3.25e-03  3.07e-03  1.49e-03  9.03e-04  1.97e-04
2019 07 01  0955   58665  35700  2.31e-01  8.47e-02  5.63e-02  2.76e-02  2.12e-02  5.96e-03  3.14e-03  3.48e-03  1.26e-03  5.83e-04  2.30e-04
2019 07 01  1000   58665  36000  2.31e-01  9.68e-02  3.75e-02  2.37e-02  1.93e-02  4.67e-03  3.30e-03  3.43e-03  1.63e-03  6.59e-04  1.83e-04
2019 07 01  1005   58665  36300  1.92e-01  1.09e-01  3.75e-02  1.91e-02  1.87e-02  5.42e-03  3.04e-03  3.79e-03  1.22e-03  7.90e-04  1.87e-04
2019 07 01  1010   58665  36600  3.21e-01  6.05e-02  6.57e-02  1.77e-02  1.75e-02  5.28e-03  3.00e-03  2.21e-03  1.17e-03  5.83e-04  2.32e-04
2019 07 01  1015   58665  36900  3.43e-01  1.09e-01  2.81e-02  1.25e-02  2.08e-02  5.32e-03  2.91e-03  2.71e-03  1.67e-03  7.53e-04  2.36e-04
2019 07 01  1020   58665  37200  2.52e-01  7.26e-02  6.57e-02  2.76e-02  1.61e-02  5.93e-03  2.92e-03  2.62e-03  1.81e-03  4.89e-04  2.05e-04
2019 07 01  1025   58665  37500  2.48e-01  1.09e-01  9.38e-03  1.71e-02  1.77e-02  5.28e-03  2.93e-03  3.79e-03  9.94e-04  7.34e-04  1.91e-04
2019 07 01  1030   58665  37800  1.81e-01  9.68e-02  1.22e-01  2.63e-02  1.85e-02  6.00e-03  3.09e-03  3.66e-03  2.03e-03  8.28e-04  1.93e-04
2019 07 01  1035   58665  38100  3.69e-01  1.21e-01  7.50e-02  2.17e-02  1.87e-02  5.35e-03  2.82e-03  3.57e-03  1.40e-03  5.83e-04  2.10e-04
2019 07 01  1040   58665  38400  3.47e-01  1.09e-01  2.81e-02  2.37e-02  1.63e-02  5.79e-03  3.06e-03  3.25e-03  1.40e-03  6.96e-04  2.53e-04
2019 07 01  1045   58665  38700  2.61e-01  1.57e-01  5.63e-02  2.10e-02  1.97e-02  5.18e-03  3.37e-03  2.85e-03  1.49e-03  6.40e-04  1.87e-04
2019 07 01  1050   58665  39000  3.23e-01  7.26e-02  3.75e-02  2.30e-02  1.57e-02  4.67e-03  2.90e-03  3.34e-03  1.04e-03  6.59e-04  1.77e-04
2019 07 01  1055   58665  39300  2.52e-01  1.33e-01  6.57e-02  2.17e-02  2.24e-02  4.44e-03  3.28e-03  3.30e-03  1.22e-03  6.02e-04  2.45e-04
2019 07 01  1100   58665  39600  2.33e-01  1.81e-01  8.44e-02  1.77e-02  1.69e-02  5.83e-03  3.26e-03  2.80e-03  1.63e-03  1.02e-03  2.49e-04
2019 07 01  1105   58665  39900  3.41e-01  2.06e-01  7.50e-02  2.17e-02  1.44e-02  5.56e-03  3.07e-03  3.52e-03  1.36e-03  6.02e-04  2.30e-04
2019 07 01  1110   58665  40200  1.98e-01  7.26e-02  2.81e-02  1.71e-02  1.42e-02  6.25e-03  2.98e-03  2.94e-03  1.63e-03  7.34e-04  2.18e-04
